,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
9107,115,159,163,4.5,0.907,10,University of Southern California
9108,112,158,161,4,0.75,100,University of Southern California
9110,112,160,168,4,0.78,100,University of Southern California
9111,99,151,165,3.5,0.8,100,University of Southern California
9114,115,152,165,4,0.75,100,University of Southern California
9116,108,155,163,4,0.78,100,University of Southern California
9117,86,168,170,3,0.835,4,University of Southern California
9119,104,162,162,3.5,0.822,100,University of Southern California
9121,97,155,170,3,0.77,100,University of Southern California
9122,107,130,170,3.5,0.88,10,University of Southern California
9123,116,163,161,4,0.758,100,University of Southern California
9125,110,149,165,3,0.903,10,University of Southern California
9126,114,158,168,4,0.948,10,University of Southern California
9127,100,142,170,3.5,0.8625,4,University of Southern California
9128,117,165,169,4,0.965,10,University of Southern California
9129,111,158,170,4,0.81825,4,University of Southern California
9131,112,152,160,3,0.853,10,University of Southern California
9133,106,161,169,4,0.81,100,University of Southern California
9134,111,158,130,4,0.847,10,University of Southern California
9135,101,149,167,3.5,0.843,10,University of Southern California
9136,114,152,169,4,0.82,10,University of Southern California
9137,99,149,163,4,0.928,10,University of Southern California
9138,113,154,166,3.5,0.95,10,University of Southern California
9139,110,159,162,3,0.857,10,University of Southern California
9140,112,153,164,4,0.872,10,University of Southern California
9141,104,155,162,3,0.635,100,University of Southern California
9142,103,130,130,3,0.83,100,University of Southern California
9143,107,149,166,3.5,0.8,100,University of Southern California
9144,110,157,155,3.5,0.0942,100,University of Southern California
9145,110,151,164,4,0.934,10,University of Southern California
9147,107,163,170,3.5,0.76,100,University of Southern California
9148,102,156,163,3,0.65,100,University of Southern California
9149,114,164,168,4,0.751,10,University of Southern California
9150,111,158,166,3.5,0.912,10,University of Southern California
9151,91,138,161,3,0.7625,4,University of Southern California
9152,87,151,160,3.5,0.794,10,University of Southern California
9153,96,143,165,3,0.89,100,University of Southern California
9154,115,160,167,4,0.805,10,University of Southern California
9155,102,149,156,4,0.88,10,University of Southern California
9157,101,152,170,3.5,0.852,10,University of Southern California
9158,115,158,170,4,0.894,10,University of Southern California
9160,101,150,158,3,0.91,10,University of Southern California
9162,108,154,163,3,0.78,100,University of Southern California
9164,111,163,170,4,0.79,100,University of Southern California
9167,113,160,164,4.5,0.88,10,University of Southern California
9168,102,149,161,3.5,0.896,10,University of Southern California
9169,105,149,168,4,0.757,100,University of Southern California
9170,118,154,164,4,0.699,100,University of Southern California
9171,108,157,169,3,0.93,10,University of Southern California
9175,118,159,170,4.5,0.923,10,University of Southern California
9176,112,156,170,3,0.76,100,University of Southern California
9177,110,153,160,4,0.896,10,University of Southern California
9178,102,153,130,3,0.894,10,University of Southern California
9179,104,152,164,3.5,0.8305,10,University of Southern California
9181,109,159,169,4,0.82,10,University of Southern California
9182,113,163,169,4,0.716,10,University of Southern California
9184,98,148,162,3,0.79,100,University of Southern California
9185,84,148,160,3.5,0.7502,100,University of Southern California
9186,111,154,166,3.5,0.706,100,University of Southern California
9187,109,130,170,3.5,0.73,100,University of Southern California
9188,103,130,170,4,0.72,100,University of Southern California
9189,110,165,170,4,0.67,100,University of Southern California
9190,116,130,170,4,0.91,10,University of Southern California
9191,115,159,170,4,0.77,100,University of Southern California
9193,106,155,170,3,0.7248,100,University of Southern California
9194,104,152,167,4,0.7656,100,University of Southern California
9196,110,158,170,4,0.839,10,University of Southern California
9197,118,169,170,4,0.786,10,University of Southern California
9198,119,170,166,4.5,0.88,10,University of Southern California
9199,104,130,170,3.5,0.795,10,University of Southern California
9200,114,153,169,4.5,0.7432,100,University of Southern California
9202,112,162,130,4,0.784,10,University of Southern California
9203,106,154,162,4,0.7999,100,University of Southern California
9204,106,130,130,4,0.815,100,University of Southern California
9205,111,157,159,4,0.77,10,University of Southern California
9207,111,159,161,4,0.8129,100,University of Southern California
9208,108,157,158,3,0.854,10,University of Southern California
9209,112,156,170,3,0.801,10,University of Southern California
9210,90,149,162,3.5,0.859,10,University of Southern California
9211,102,130,165,3,0.9,4,University of Southern California
9212,108,161,130,4,0.884,10,University of Southern California
9214,113,156,130,4,0.8264,100,University of Southern California
9215,101,152,168,3.5,0.7642,100,University of Southern California
9216,112,154,164,4,0.715,100,University of Southern California
9217,110,130,170,3.5,0.823,10,University of Southern California
9218,103,146,158,3,0.881,10,University of Southern California
9219,103,145,157,3,0.8,100,University of Southern California
9221,115,156,161,5,0.85,10,University of Southern California
9222,96,144,159,3.5,0.71,100,University of Southern California
9224,106,152,170,3.5,0.85,10,University of Southern California
9226,118,168,168,5,0.865,10,University of Southern California
9227,109,158,170,3.5,0.8,100,University of Southern California
9228,113,130,169,3.5,0.8274,10,University of Southern California
9229,107,146,157,3,0.765,100,University of Southern California
9230,97,154,130,3,0.9925,4,University of Southern California
9231,96,144,155,3.5,0.77,100,University of Southern California
9232,104,154,166,3,0.69,100,University of Southern California
9233,111,153,162,3.5,0.788,10,University of Southern California
9235,112,158,170,4,0.77,100,University of Southern California
9236,119,161,170,4,0.881,10,University of Southern California
9237,108,152,161,3,0.885,10,University of Southern California
9239,80,140,160,3,0.63,100,University of Southern California
9240,107,155,170,3,0.911,10,University of Southern California
9241,116,155,167,4,0.8083,100,University of Southern California
9243,114,157,160,4,0.96,10,University of Southern California
9244,101,162,130,3,0.868,10,University of Southern California
9245,109,163,130,3,0.78,100,University of Southern California
9246,100,142,168,3,0.7775,4,University of Southern California
9247,117,157,161,4.5,0.881,10,University of Southern California
9248,114,130,170,5.5,0.906,10,University of Southern California
9249,106,152,152,3,0.896,10,University of Southern California
9250,95,130,170,3.5,0.77,100,University of Southern California
9251,104,155,164,3.5,0.835,10,University of Southern California
9252,109,162,162,3,0.812,10,University of Southern California
9253,112,157,163,5,0.898,10,University of Southern California
9256,109,165,170,3.5,0.862,100,University of Southern California
9257,109,162,170,3.5,0.7,10,University of Southern California
9258,108,155,166,3,0.88,10,University of Southern California
9259,105,161,165,3,0.87,100,University of Southern California
9260,112,152,164,4.5,0.77,100,University of Southern California
9261,103,151,165,3,0.87,10,University of Southern California
9262,93,153,170,3.5,0.79,100,University of Southern California
9263,98,147,161,3,0.7767,100,University of Southern California
9268,100,154,159,3.5,0.74,100,University of Southern California
9269,107,152,164,3,0.939,10,University of Southern California
9271,108,148,162,3.5,0.7,100,University of Southern California
9273,97,149,170,3.5,0.83,100,University of Southern California
9274,107,162,159,3.5,0.884,10,University of Southern California
9275,105,150,160,4,0.906,10,University of Southern California
9276,99,148,170,3,0,0,University of Southern California
9277,107,156,169,4,0.935,4,University of Southern California
9278,104,164,170,3.5,0.66,100,University of Southern California
9279,105,150,169,4,0.7696,100,University of Southern California
9280,107,157,170,4,0.97,4,University of Southern California
9281,114,154,170,4,0.953,10,University of Southern California
9282,108,152,170,3.5,0.7464,100,University of Southern California
9283,98,148,170,2.5,0.601,100,University of Southern California
9285,111,130,130,3.5,0.7,100,University of Southern California
9286,113,154,159,4,0.84,10,University of Southern California
9289,99,153,161,3.5,0.82,100,University of Southern California
9290,104,150,130,3,0.69,100,University of Southern California
9293,114,161,169,4.5,0.831,100,University of Southern California
9294,90,146,159,2.5,0.825,4,University of Southern California
9295,112,155,170,4,0.8825,4,University of Southern California
9297,113,150,156,3.5,0.7421,100,University of Southern California
9298,109,130,170,4.5,0.79,100,University of Southern California
9299,116,161,168,4.5,0.871,10,University of Southern California
9301,110,158,162,4.5,0.731,100,University of Southern California
9303,111,154,169,3.5,0.94,10,University of Southern California
9305,105,161,130,3.5,0.75,100,University of Southern California
9306,111,164,165,4,0.93,10,University of Southern California
9307,116,153,168,4,0.8,100,University of Southern California
9309,97,156,130,3,0.805,100,University of Southern California
9310,114,157,164,4,0.795,100,University of Southern California
9312,108,155,168,4.5,0.851,10,University of Southern California
9313,104,159,130,3,0.86,10,University of Southern California
9314,99,160,130,3.5,0.6491,100,University of Southern California
9315,115,169,170,4.5,0.957,10,University of Southern California
9316,105,152,169,3.5,0.824,10,University of Southern California
9317,104,154,166,3,0.912,10,University of Southern California
9318,100,146,163,3.5,0.905,10,University of Southern California
9320,98,148,159,3.5,0.685,100,University of Southern California
9321,112,160,170,4,0.86,10,University of Southern California
9323,109,130,130,4,0.7325,100,University of Southern California
9324,112,159,170,3.5,0.762,100,University of Southern California
9325,103,130,170,3,0.813,10,University of Southern California
9327,99,154,130,3.5,0.7534,100,University of Southern California
9328,111,130,169,4,0.69,100,University of Southern California
9329,92,130,170,2.5,0.7222,100,University of Southern California
9330,105,160,162,3,0.871,10,University of Southern California
9331,105,148,157,4,0.78,100,University of Southern California
9332,105,154,165,3.5,0.91,10,University of Southern California
9333,111,159,170,3.5,0.745,100,University of Southern California
9334,101,155,164,3.5,0.905,10,University of Southern California
9335,107,162,152,3,0.868,10,University of Southern California
9336,97,140,170,3,0.04,100,University of Southern California
9337,108,157,170,3.5,0.902,10,University of Southern California
9338,115,162,161,4.5,0.736,10,University of Southern California
9339,98,147,160,3,0.903,10,University of Southern California
9340,117,130,170,4,0.75,100,University of Southern California
9341,97,153,163,3.5,0.77,100,University of Southern California
9342,97,130,170,3,0.7249,100,University of Southern California
9343,101,144,159,3,0.7811,100,University of Southern California
9345,119,155,169,4,0.82,100,University of Southern California
9346,113,149,162,3.5,0.857,10,University of Southern California
9347,109,154,164,4,0.854,10,University of Southern California
9348,108,157,130,5,0.74,10,University of Southern California
9349,95,137,169,3.5,0.67,100,University of Southern California
9350,99,151,170,3.5,0.78,10,University of Southern California
9351,116,157,165,4.5,0.896,5,University of Southern California
9352,115,167,162,5,0.89,10,University of Southern California
9353,108,130,170,4,0.78,100,University of Southern California
9354,112,130,170,4,0.91,10,University of Southern California
9355,94,141,158,3,0.75,100,University of Southern California
9356,109,130,130,4.5,0.933,10,University of Southern California
9357,115,130,170,4.5,0.68,100,University of Southern California
9358,103,152,156,3,0.888,10,University of Southern California
9359,105,152,168,4,0.64,100,University of Southern California
9360,107,154,162,3.5,0.739,10,University of Southern California
9361,96,152,170,3,0.797,10,University of Southern California
9362,108,161,161,3.5,0.853,10,University of Southern California
9363,106,157,130,4,0.0834,100,University of Southern California
9364,110,150,159,3.5,0.765,100,University of Southern California
9365,111,162,170,4.5,0.6842,100,University of Southern California
9366,98,158,170,3,0,0,University of Southern California
9367,90,150,169,3,0.86,100,University of Southern California
9368,98,150,158,3.5,0.8652,100,University of Southern California
9369,97,146,162,3.5,0.7,100,University of Southern California
9370,110,152,166,3.5,0.889,10,University of Southern California
9371,93,158,130,3,0.7,100,University of Southern California
9372,113,155,161,3.5,0.88,100,University of Southern California
9373,98,152,161,3,0.761,10,University of Southern California
9374,114,164,170,3.5,0,0,University of Southern California
9375,105,154,170,3,0.88,10,University of Southern California
9376,111,130,165,3.5,0.85,10,University of Southern California
9378,93,147,164,3,0.942,10,University of Southern California
9381,95,147,160,3,0.725,100,University of Southern California
9382,103,153,156,3,0.864,10,University of Southern California
9383,108,155,163,3.5,0.785,100,University of Southern California
9384,109,155,170,4,0.79,100,University of Southern California
9385,104,153,170,3.5,0.72,10,University of Southern California
9386,98,148,160,3,0.79,100,University of Southern California
9387,105,149,161,4,0.8204,100,University of Southern California
9388,112,166,170,4.5,0.88,10,University of Southern California
9389,104,155,161,3,0.0894,100,University of Southern California
9390,98,151,160,3,0.76,100,University of Southern California
9391,116,156,161,3.5,0.85,100,University of Southern California
9392,101,150,168,3,0.87,100,University of Southern California
9393,111,160,159,4,0.74,100,University of Southern California
9396,110,158,170,3,0.6345,100,University of Southern California
9398,111,130,170,4,0.87,10,University of Southern California
9399,115,161,170,4,0.62,100,University of Southern California
9401,115,130,170,3,0.9,10,University of Southern California
9402,110,165,170,3.5,0.82,100,University of Southern California
9403,108,144,169,3,0.68,100,University of Southern California
9404,108,157,170,3.5,0.75,100,University of Southern California
9405,117,158,167,5,0.82,100,University of Southern California
9406,106,165,130,3,0.672,10,University of Southern California
9407,110,154,168,4,0.929,10,University of Southern California
9409,92,149,161,2.5,0.857,10,University of Southern California
9410,99,147,170,3,0.75,100,University of Southern California
9411,113,158,164,3.5,0.735,100,University of Southern California
9412,100,153,130,3,0.75,100,University of Southern California
9413,102,159,170,3,0.902,10,University of Southern California
9414,91,159,170,3.5,0.89,10,University of Southern California
9415,103,154,160,3,0.965,4,University of Southern California
9416,110,147,169,3,0.7897,100,University of Southern California
9417,105,152,169,4,0.859,10,University of Southern California
9419,104,151,170,4.5,0.61,100,University of Southern California
9420,99,146,167,3,0.6917,100,University of Southern California
9421,109,151,160,4,0.81,100,University of Southern California
9423,112,154,169,3,0.87,100,University of Southern California
9424,105,160,170,4,0.81,100,University of Southern California
9425,100,156,169,3,0.79,100,University of Southern California
9427,106,156,170,3.5,0.868,10,University of Southern California
9428,116,157,163,3.5,0.7714,10,University of Southern California
9429,97,147,159,3.5,0.74,100,University of Southern California
9430,109,153,162,3,0.909,10,University of Southern California
9431,110,157,168,3.5,0.91,10,University of Southern California
9432,98,144,160,3.5,0.75,100,University of Southern California
9433,112,130,170,3.5,0.705,100,University of Southern California
9434,100,130,169,3.5,0.861,10,University of Southern California
9435,112,159,130,4,0.7,100,University of Southern California
9436,108,155,161,4,0.906,10,University of Southern California
9437,86,130,170,3,0.64,100,University of Southern California
9439,98,150,164,3,0.867,10,University of Southern California
9440,115,162,170,3,0.79,100,University of Southern California
9441,113,130,166,4,0,0,University of Southern California
9443,114,130,170,4,0.852,10,University of Southern California
9444,99,163,170,3.5,0.853,10,University of Southern California
9445,104,148,158,3,0.81,10,University of Southern California
9446,102,153,168,3.5,0.814,100,University of Southern California
9447,102,156,163,3.5,0.9293,10,University of Southern California
9448,102,154,167,4,0.92,10,University of Southern California
9449,101,149,156,3,0.905,4,University of Southern California
9450,90,151,163,3,0.7285,100,University of Southern California
9451,108,161,130,4,0.987,10,University of Southern California
9452,112,156,165,4.5,0.71,100,University of Southern California
9453,100,150,160,3.5,0.917,10,University of Southern California
9454,118,163,167,4.5,0.909,10,University of Southern California
9455,115,130,130,5,0.72,100,University of Southern California
9456,115,130,130,4,0.77,100,University of Southern California
9457,117,149,161,4,0.913,10,University of Southern California
9458,108,154,170,3.5,0.917,10,University of Southern California
9459,107,158,161,4,0.898,10,University of Southern California
9460,109,160,160,4,0.774,100,University of Southern California
9461,98,152,165,4,0.911,10,University of Southern California
9462,113,161,164,4.5,0.74,100,University of Southern California
9463,110,152,162,4,0.889,10,University of Southern California
9464,114,156,169,4,0.98,10,University of Southern California
9465,116,168,170,4.5,0.97,10,University of Southern California
9466,100,154,156,3,0.74,100,University of Southern California
9467,97,155,169,3,0.79,10,University of Southern California
9468,93,130,170,3.5,0.7,100,University of Southern California
9469,86,142,160,3,0.78,100,University of Southern California
9470,95,150,157,3.5,0.7836,100,University of Southern California
9472,96,148,158,3,0.704,100,University of Southern California
9474,107,156,169,4,0.71,100,University of Southern California
9475,97,130,170,3.5,0.75,10,University of Southern California
9476,107,151,161,4,0.935,10,University of Southern California
9477,96,159,166,3,0.72,100,University of Southern California
9482,115,165,170,3.5,0.805,100,University of Southern California
9483,100,143,159,3,0.74,100,University of Southern California
9485,103,160,130,3,0.71,100,University of Southern California
9486,100,130,170,3.5,0,0,University of Southern California
9488,101,157,130,3.5,0.8,10,University of Southern California
9489,108,130,170,3.5,0.79,100,University of Southern California
9490,92,145,155,3,0.72,100,University of Southern California
9491,111,162,170,4,0.878,10,University of Southern California
9495,111,159,165,5,0.893,10,University of Southern California
9496,100,156,130,3.5,0.847,10,University of Southern California
9497,108,156,163,4,0.832,10,University of Southern California
9498,112,130,170,3,0.832,10,University of Southern California
9499,113,153,164,4.5,0.822,10,University of Southern California
9501,101,140,170,3,0.73,100,University of Southern California
9502,98,130,169,3,0.667,100,University of Southern California
9503,103,150,164,3,0.877,10,University of Southern California
9505,109,153,158,4,0.674,100,University of Southern California
9507,107,167,169,3.5,0.845,10,University of Southern California
9508,113,130,170,4,0.85,10,University of Southern California
9509,110,158,170,4,0.835,100,University of Southern California
9510,100,154,156,3,0.871,10,University of Southern California
9512,108,157,166,3,0.69,100,University of Southern California
9513,106,148,158,3.5,0.869,10,University of Southern California
9514,109,130,130,4,0.89,100,University of Southern California
9515,106,150,169,4,0.87,10,University of Southern California
9517,100,140,161,3.5,0.815,100,University of Southern California
9519,110,158,163,3.5,0.78,100,University of Southern California
9521,94,150,166,3.5,0.858,10,University of Southern California
9522,112,130,170,3.5,0.825,10,University of Southern California
9523,103,156,170,3,0.83,100,University of Southern California
9524,99,143,162,3,0.9,10,University of Southern California
9526,112,130,170,4.5,0.7313,100,University of Southern California
9527,111,165,170,4,0.9,10,University of Southern California
9529,116,163,167,5.5,0.881,10,University of Southern California
9530,93,147,164,3.5,0.67,100,University of Southern California
9531,102,156,165,3.5,0,100,University of Southern California
9533,100,130,130,3.5,0.847,10,University of Southern California
9534,106,159,165,3.5,0.78,100,University of Southern California
9535,112,154,130,4.5,0.7,100,University of Southern California
9536,113,152,163,3.5,0.9125,4,University of Southern California
9537,94,144,160,3,0.7421,100,University of Southern California
9538,108,157,162,4,0.78,100,University of Southern California
9539,108,157,162,4,0.7933,100,University of Southern California
9543,96,147,158,3,0.951,10,University of Southern California
9546,91,145,170,2.5,0.745,10,University of Southern California
9547,95,146,158,3,0.7716,100,University of Southern California
9548,115,156,170,4.5,0.887,10,University of Southern California
9549,99,149,161,3,0.952,10,University of Southern California
9551,112,145,160,3,0.88,10,University of Southern California
9552,106,151,166,3,0.1786,100,University of Southern California
9553,104,153,165,4,0.858,10,University of Southern California
9555,109,130,170,3,0.93,10,University of Southern California
9557,105,149,170,3,0.982,10,University of Southern California
9558,112,154,168,4,0.875,10,University of Southern California
9559,113,160,161,4,0.907,10,University of Southern California
9560,103,159,170,4,0,0,University of Southern California
9561,104,130,170,3,0.82,100,University of Southern California
9563,105,153,165,4,0.934,10,University of Southern California
9564,115,159,162,4,0.79,100,University of Southern California
9565,110,154,170,4,0.739,100,University of Southern California
9566,106,165,170,3,0.79,100,University of Southern California
9567,103,152,159,3,0.81,100,University of Southern California
9568,109,156,170,4.5,0.907,10,University of Southern California
9569,114,160,170,4.5,0.81,10,University of Southern California
9570,104,130,130,3,0.917,10,University of Southern California
9571,82,134,157,3,0.84,100,University of Southern California
9572,110,157,130,4,0.821,10,University of Southern California
9573,117,142,164,4,0.8,10,University of Southern California
9574,107,158,130,3,0.88,10,University of Southern California
9575,114,130,170,3,0.71,100,University of Southern California
9576,111,130,169,3.5,0.75,100,University of Southern California
9577,108,156,170,3,0.82,10,University of Southern California
9580,101,157,159,3,0.7322,100,University of Southern California
9581,109,130,130,4,0.701,100,University of Southern California
9583,107,130,130,3.5,0.85,100,University of Southern California
9584,116,162,170,4.5,0.88,10,University of Southern California
9585,110,153,163,3.5,0.886,10,University of Southern California
9586,104,154,170,3.5,0.66,100,University of Southern California
9587,80,142,168,3,0.6972,100,University of Southern California
9589,97,156,169,3,0.75,100,University of Southern California
9590,113,155,170,4,0.7138,100,University of Southern California
9591,103,143,170,3,0.7128,100,University of Southern California
9592,112,155,130,4,0.919,10,University of Southern California
9593,104,154,165,3.5,0.85,10,University of Southern California
9594,114,158,130,4.5,0.885,10,University of Southern California
9595,110,163,170,3,0.74,100,University of Southern California
9597,110,147,162,3,0.886,10,University of Southern California
9598,110,161,170,4,0.853,10,University of Southern California
9599,114,149,157,4,0.888,10,University of Southern California
9601,112,164,170,4,0.837,100,University of Southern California
9602,108,130,170,3.5,0.873,10,University of Southern California
9603,107,156,170,4,0.74,100,University of Southern California
9606,102,158,170,3.5,0.755,100,University of Southern California
9607,92,145,156,3,0.8257,100,University of Southern California
9608,106,160,168,4.5,0.88,10,University of Southern California
9609,117,130,169,3.5,0.767,100,University of Southern California
9610,97,152,164,3,0.703,100,University of Southern California
9611,110,150,169,3.5,0.892,10,University of Southern California
9612,114,151,163,4,0.757,10,University of Southern California
9613,112,155,170,4,0.913,10,University of Southern California
9614,115,130,170,3,0.835,10,University of Southern California
9615,110,158,170,4,0.7555,100,University of Southern California
9616,113,130,170,4,0.73,100,University of Southern California
9617,111,155,168,4,0.918,10,University of Southern California
9619,117,130,170,4,0.84,10,University of Southern California
9620,101,130,170,3.5,0.792,100,University of Southern California
9621,107,151,158,4,0.852,10,University of Southern California
9622,113,154,170,4,0.68,100,University of Southern California
9623,104,156,168,4,0.9,10,University of Southern California
9624,104,149,170,3,0.972,10,University of Southern California
9625,113,130,170,4,0.884,5,University of Southern California
9627,99,150,161,4,0.913,10,University of Southern California
9628,106,165,170,3,0.837,100,University of Southern California
9629,119,155,168,4,0.879,10,University of Southern California
9630,101,148,170,3.5,0.828,10,University of Southern California
9631,103,156,130,3.5,0.79,100,University of Southern California
9632,115,156,167,4.5,0.855,10,University of Southern California
9633,108,161,165,3.5,0.899,10,University of Southern California
9634,94,143,158,4,0.7644,100,University of Southern California
9635,116,166,170,4,0.874,10,University of Southern California
9636,112,157,170,3.5,0.84,10,University of Southern California
9637,112,151,162,3.5,0.0893,100,University of Southern California
9638,108,149,163,3,0.89,10,University of Southern California
9639,106,152,161,4.5,0.76,100,University of Southern California
9640,107,146,163,3.5,0.924,10,University of Southern California
9641,108,158,162,3,0.7345,100,University of Southern California
9642,101,151,162,3.5,0.64,100,University of Southern California
9644,114,163,170,3.5,0.9025,4,University of Southern California
9645,106,147,161,3.5,0.855,10,University of Southern California
9646,95,130,170,2.5,0.869,10,University of Southern California
9647,112,164,170,3,0.78,100,University of Southern California
9648,109,161,169,3,0.85,10,University of Southern California
9649,106,130,170,3.5,0.71,100,University of Southern California
9650,111,156,169,3.5,0.926,10,University of Southern California
9651,99,139,170,3,0.75,100,University of Southern California
9652,106,149,159,3.5,0.83,100,University of Southern California
9653,104,130,170,3.5,0.7,100,University of Southern California
9654,105,130,170,4,0.6424,100,University of Southern California
9655,101,130,168,3.5,0.72,10,University of Southern California
9656,110,149,168,4,0.995,10,University of Southern California
9657,113,155,130,4,0.732,100,University of Southern California
9658,116,166,170,4,0.916,10,University of Southern California
9659,118,168,170,4.5,0.8,10,University of Southern California
9660,98,139,169,3,0.68,100,University of Southern California
9661,108,157,170,3.5,0.826,100,University of Southern California
9662,103,149,166,4,0.922,10,University of Southern California
9664,112,156,169,3.5,0.902,10,University of Southern California
9666,114,165,170,4,0.0886,100,University of Southern California
9667,108,166,166,3.5,0.915,10,University of Southern California
9668,103,153,162,3,0.882,10,University of Southern California
9669,113,159,164,4,0.8,100,University of Southern California
9670,116,166,170,3,0.82,100,University of Southern California
9671,115,157,168,4.5,0.906,10,University of Southern California
9672,97,130,170,4,0.959,10,University of Southern California
9673,113,158,165,4,0.892,10,University of Southern California
9674,113,147,161,3.5,0.931,10,University of Southern California
9675,94,150,165,4,0.777,100,University of Southern California
9676,85,147,167,2.5,0.6,100,University of Southern California
9677,112,155,161,3.5,0.7,100,University of Southern California
9678,101,130,169,4.5,0.7227,100,University of Southern California
9679,105,130,170,4,0.752,100,University of Southern California
9680,112,169,170,4,0.905,10,University of Southern California
9681,112,158,165,3.5,0.83,10,University of Southern California
9682,101,152,167,4,0.876,10,University of Southern California
9683,113,165,170,4.5,0.923,10,University of Southern California
9684,107,156,170,4,0.793,10,University of Southern California
9685,108,160,170,3.5,0.75,100,University of Southern California
9686,106,155,165,4,0.92,10,University of Southern California
9689,105,143,162,3.5,0.72,100,University of Southern California
9691,108,150,167,4,0.754,100,University of Southern California
9692,100,146,161,3.5,0.7114,100,University of Southern California
9693,102,155,161,3,0.75,100,University of Southern California
9694,109,155,170,3.5,0.82,10,University of Southern California
9695,106,149,163,4,0.827,10,University of Southern California
9696,91,130,170,3,0.714,100,University of Southern California
9697,103,149,165,3.5,0.854,10,University of Southern California
9698,109,151,158,4,0.828,10,University of Southern California
9699,99,153,161,3.5,0.72,100,University of Southern California
9700,102,150,162,4,0.8058,100,University of Southern California
9701,116,130,130,3.5,0.81,100,University of Southern California
9705,114,162,164,4,0.76,100,University of Southern California
9706,104,154,130,4,0.802,10,University of Southern California
9707,110,155,170,4,0.798,100,University of Southern California
9708,109,156,166,3.5,0.83,10,University of Southern California
9709,101,150,157,3.5,0.92,10,University of Southern California
9710,107,130,170,3,0.7308,100,University of Southern California
9711,117,159,161,4,0.705,100,University of Southern California
9712,99,140,161,2.5,0.953,10,University of Southern California
9713,107,150,130,3.5,0.71,100,University of Southern California
9714,110,154,130,3,0,0,University of Southern California
9716,102,143,157,3.5,0.874,10,University of Southern California
9717,79,148,154,2.5,0.74,100,University of Southern California
9718,101,130,169,3,0.748,100,University of Southern California
9719,107,149,164,3.5,0.71,100,University of Southern California
9721,95,155,130,3,0.78,10,University of Southern California
9722,108,151,169,3.5,0.74,100,University of Southern California
9723,110,158,170,4,0.762,100,University of Southern California
9724,99,152,156,3,0.84,10,University of Southern California
9725,99,144,164,3.5,0.825,100,University of Southern California
9726,115,130,170,4.5,0.825,10,University of Southern California
9727,107,154,130,4,0.873,100,University of Southern California
9728,110,130,169,3,0.78,10,University of Southern California
9729,110,163,170,4,0.919,10,University of Southern California
9730,109,155,170,3.5,0.79,100,University of Southern California
9731,113,130,170,3,0.782,10,University of Southern California
9732,112,155,164,4,0.9313,10,University of Southern California
9733,118,153,169,4,0.884,10,University of Southern California
9735,101,156,169,4,0.9925,4,University of Southern California
9736,108,157,167,4,0.9,10,University of Southern California
9738,111,130,170,4,0.6848,100,University of Southern California
9740,106,153,170,3.5,0.905,10,University of Southern California
9743,108,159,157,3.5,0.72,100,University of Southern California
9744,112,161,164,4,0.871,10,University of Southern California
9745,109,163,170,4,0.935,10,University of Southern California
9747,114,156,165,3,0.95,10,University of Southern California
9748,105,154,162,4,0.873,10,University of Southern California
9749,107,130,170,3.5,0.77,100,University of Southern California
9751,91,146,159,3,0.63,100,University of Southern California
9753,109,155,170,3.5,0.744,100,University of Southern California
9754,115,130,170,3.5,0.644,100,University of Southern California
9755,103,156,167,2.5,0,0,University of Southern California
9756,104,146,156,3,0.815,100,University of Southern California
9757,88,146,156,3,0.8036,100,University of Southern California
9758,102,152,160,3,0.735,100,University of Southern California
9759,86,130,170,2.5,0.892,100,University of Southern California
9760,107,154,170,3.5,0.84,100,University of Southern California
9761,104,145,160,3.5,0.745,100,University of Southern California
9762,105,153,168,4,0.772,100,University of Southern California
9765,95,149,168,3.5,0.72,100,University of Southern California
9766,116,163,170,4.5,0.792,10,University of Southern California
9767,106,151,169,4,0.7747,100,University of Southern California
9768,110,154,157,3.5,0.8,100,University of Southern California
9769,110,148,162,4,0.91,10,University of Southern California
9770,106,140,169,3,0.76,100,University of Southern California
9771,91,147,164,3,0.7358,100,University of Southern California
9773,108,148,170,4,0.746,100,University of Southern California
9775,91,148,157,2.5,0.815,10,University of Southern California
9776,101,148,166,3.5,0.8225,100,University of Southern California
9777,105,156,168,3.5,0.738,100,University of Southern California
9778,106,145,170,3,0.983,10,University of Southern California
9779,112,154,130,4,0.93,10,University of Southern California
9780,99,154,162,3,0.889,10,University of Southern California
9781,7,158,167,3.5,0.76,100,University of Southern California
9782,106,165,170,3.5,0.9,10,University of Southern California
9784,114,156,164,4,0.98,10,University of Southern California
9785,107,160,160,4,0.89,100,University of Southern California
9787,101,147,158,3,0.8157,100,University of Southern California
9788,114,149,170,3.5,0.85,10,University of Southern California
9789,104,148,161,3,0.81,100,University of Southern California
9790,113,150,158,3.5,0.81,100,University of Southern California
9791,114,154,170,4,0.834,100,University of Southern California
9792,105,149,159,3,0.7893,100,University of Southern California
9793,100,148,163,3,0.893,10,University of Southern California
9794,109,160,130,4,0.974,10,University of Southern California
9795,97,154,170,3.5,0.8,100,University of Southern California
9796,117,168,170,4,0.82,100,University of Southern California
9797,118,160,164,4,0.961,10,University of Southern California
9798,104,130,170,3,0.8,100,University of Southern California
9799,107,159,170,3.5,0.815,10,University of Southern California
9800,108,161,169,3,0.0936,100,University of Southern California
