,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
3843,92,130,130,3,0.74,10,University of Texas Dallas
3844,106,146,161,3,0.84,10,University of Texas Dallas
3845,114,153,169,4.5,0.7432,100,University of Texas Dallas
3846,114,153,165,4,0.796,100,University of Texas Dallas
3847,91,146,169,3,0.63,100,University of Texas Dallas
3848,95,148,160,2.5,0.885,10,University of Texas Dallas
3849,100,148,161,3.5,0.87,10,University of Texas Dallas
3850,103,130,170,3.5,0.845,100,University of Texas Dallas
3851,111,152,165,4.5,0.825,10,University of Texas Dallas
3852,97,148,130,3.5,0.55,100,University of Texas Dallas
3853,102,152,170,3.5,0.915,10,University of Texas Dallas
3854,101,156,169,3.5,0.64,100,University of Texas Dallas
3855,99,146,159,4,0.7159,100,University of Texas Dallas
3856,104,151,169,3,0.814,100,University of Texas Dallas
3857,98,146,157,3.5,0.634,100,University of Texas Dallas
3858,108,156,165,4,0.693,10,University of Texas Dallas
3860,107,130,169,3,0.82,100,University of Texas Dallas
3862,101,157,158,3.5,0.0818,100,University of Texas Dallas
3864,107,153,158,4.5,0.88,5,University of Texas Dallas
3865,108,152,161,4,0.83,4,University of Texas Dallas
3866,94,144,170,3,0.74,100,University of Texas Dallas
3867,107,154,161,3.5,0.7585,100,University of Texas Dallas
3868,106,156,170,3.5,0.86,100,University of Texas Dallas
3869,104,152,161,3,0.88,10,University of Texas Dallas
3870,109,158,169,4,0.829,100,University of Texas Dallas
3871,102,130,165,3,0.9,4,University of Texas Dallas
3872,98,146,160,3,0.65,100,University of Texas Dallas
3873,109,152,130,3.5,0.788,10,University of Texas Dallas
3874,105,156,130,4,0.6869,100,University of Texas Dallas
3875,8,157,164,4,0.71,10,University of Texas Dallas
3876,82,144,161,3,0.868,10,University of Texas Dallas
3877,87,153,168,2.5,0.6,100,University of Texas Dallas
3878,101,155,164,3,0.68,10,University of Texas Dallas
3879,98,150,162,3.5,0.843,10,University of Texas Dallas
3881,103,146,158,3,0.881,10,University of Texas Dallas
3882,98,130,170,3.5,0.8,10,University of Texas Dallas
3883,92,150,158,3.5,0.977,10,University of Texas Dallas
3884,103,150,167,3.5,0.802,10,University of Texas Dallas
3886,103,145,157,3,0.8,100,University of Texas Dallas
3887,96,148,163,3,0.871,10,University of Texas Dallas
3888,100,146,169,3.5,0.65,100,University of Texas Dallas
3890,91,152,166,4,0.817,10,University of Texas Dallas
3891,101,148,160,3,0.8,100,University of Texas Dallas
3892,104,155,130,3.5,0.76,100,University of Texas Dallas
3895,91,151,162,3,0.726,10,University of Texas Dallas
3897,93,138,130,3.5,0.8,100,University of Texas Dallas
3899,91,144,155,4,0.8092,100,University of Texas Dallas
3900,109,158,170,3.5,0.8,100,University of Texas Dallas
3901,113,130,169,3.5,0.8274,10,University of Texas Dallas
3902,91,148,162,3,0.76,100,University of Texas Dallas
3903,107,146,157,3,0.765,100,University of Texas Dallas
3904,96,144,155,3.5,0.77,100,University of Texas Dallas
3905,100,147,162,3.5,0.64,100,University of Texas Dallas
3906,101,152,154,3.5,0.64,100,University of Texas Dallas
3907,98,140,169,3,0.7,100,University of Texas Dallas
3908,101,130,167,3,0.805,100,University of Texas Dallas
3909,87,148,155,3,0.75,4,University of Texas Dallas
3911,108,152,161,3,0.885,10,University of Texas Dallas
3912,98,153,166,3,0.863,10,University of Texas Dallas
3914,8,162,163,4,0.819,10,University of Texas Dallas
3915,103,149,162,3.5,0.79,100,University of Texas Dallas
3916,105,155,163,3.5,0.828,10,University of Texas Dallas
3917,111,154,165,3.5,0.682,100,University of Texas Dallas
3918,94,153,163,4,0.807,10,University of Texas Dallas
3919,111,152,162,4,0.67,100,University of Texas Dallas
3920,108,154,161,4,0.878,10,University of Texas Dallas
3921,95,144,161,2.5,0.788,10,University of Texas Dallas
3922,101,145,161,3.5,0.803,100,University of Texas Dallas
3923,107,158,163,3.5,0.656,10,University of Texas Dallas
3924,88,149,157,3,0.7214,100,University of Texas Dallas
3925,99,148,161,3,0.73,10,University of Texas Dallas
3926,114,160,162,4,0.54,100,University of Texas Dallas
3927,114,151,156,3.5,0.75,100,University of Texas Dallas
3928,93,159,130,3,0.7839,100,University of Texas Dallas
3930,104,149,161,3,0.863,10,University of Texas Dallas
3931,96,143,160,3,0.8216,10,University of Texas Dallas
3932,112,130,151,3.5,0.8,10,University of Texas Dallas
3934,103,155,162,3,0,0,University of Texas Dallas
3935,95,130,170,3.5,0.77,100,University of Texas Dallas
3937,105,162,148,3,0.64,10,University of Texas Dallas
3939,101,130,166,3,0.816,10,University of Texas Dallas
3940,86,140,170,3.5,0.614,10,University of Texas Dallas
3941,111,150,160,3.5,0.62,100,University of Texas Dallas
3942,102,153,163,3,0.753,100,University of Texas Dallas
3943,95,153,160,3.5,0.88,10,University of Texas Dallas
3945,96,146,159,3.5,0.65,100,University of Texas Dallas
3947,97,142,161,4.5,0.699,100,University of Texas Dallas
3948,104,149,160,3,0.63,100,University of Texas Dallas
3949,98,147,161,3,0.7767,100,University of Texas Dallas
3950,90,143,162,3,0.7354,100,University of Texas Dallas
3951,112,148,155,4,0.683,10,University of Texas Dallas
3954,98,152,170,3.5,0.78,10,University of Texas Dallas
3956,108,130,130,4,0.74,10,University of Texas Dallas
3957,109,130,170,3.5,0.56,100,University of Texas Dallas
3958,85,145,161,3,0.76,100,University of Texas Dallas
3959,89,150,164,3.3,0,100,University of Texas Dallas
3960,110,148,161,4,0.72,100,University of Texas Dallas
3961,107,130,130,5.5,0.73,100,University of Texas Dallas
3962,107,161,170,4,0.845,10,University of Texas Dallas
3963,104,164,170,4,0.68,100,University of Texas Dallas
3964,111,152,164,3.5,0.765,100,University of Texas Dallas
3965,97,149,170,3.5,0.83,100,University of Texas Dallas
3966,108,148,167,3.5,0.7,100,University of Texas Dallas
3967,104,130,170,4,0.71,100,University of Texas Dallas
3968,102,151,160,4,0.859,10,University of Texas Dallas
3969,97,130,130,5,0.7026,100,University of Texas Dallas
3970,101,148,159,4,0.7,100,University of Texas Dallas
3972,106,152,167,3,0.789,10,University of Texas Dallas
3973,103,152,159,4,0.8275,100,University of Texas Dallas
3975,104,161,130,3,0.789,10,University of Texas Dallas
3976,99,149,158,3.5,0.855,100,University of Texas Dallas
3977,104,147,169,4,0.79,10,University of Texas Dallas
3978,93,146,162,3,0.734,100,University of Texas Dallas
3979,112,164,170,4.5,0.62,100,University of Texas Dallas
3980,94,146,159,3.5,0.677,100,University of Texas Dallas
3981,108,157,170,4,0.916,10,University of Texas Dallas
3982,109,151,163,4,0.874,10,University of Texas Dallas
3983,96,150,156,3,0.641,10,University of Texas Dallas
3985,107,143,161,3.5,0.79,100,University of Texas Dallas
3986,106,150,158,4,0.86,100,University of Texas Dallas
3987,110,157,160,3.5,0.7,4,University of Texas Dallas
3989,99,153,161,3.5,0.82,100,University of Texas Dallas
3990,93,142,169,2.5,0.7991,100,University of Texas Dallas
3991,107,156,169,4,0,0,University of Texas Dallas
3993,112,130,130,3.5,0.955,4,University of Texas Dallas
3995,95,146,169,3,0.71,100,University of Texas Dallas
3996,99,130,166,3,0.72,100,University of Texas Dallas
3997,104,151,160,3,0.67,10,University of Texas Dallas
3998,113,150,156,3.5,0.7421,100,University of Texas Dallas
3999,104,149,157,3.5,0.751,100,University of Texas Dallas
4000,87,147,161,3,0.65,100,University of Texas Dallas
4001,112,155,163,3.5,0.77,100,University of Texas Dallas
4002,106,155,158,3,0.63,100,University of Texas Dallas
4003,117,162,162,4.5,0.704,10,University of Texas Dallas
4005,111,156,166,3.5,0.63,100,University of Texas Dallas
4006,106,156,159,3.5,0.58,100,University of Texas Dallas
4008,112,158,165,4.5,0.927,10,University of Texas Dallas
4009,100,151,156,3,0.78,100,University of Texas Dallas
4010,112,152,160,4,0.8,10,University of Texas Dallas
4011,106,161,159,3,0.74,100,University of Texas Dallas
4013,112,158,162,3.5,0.618,100,University of Texas Dallas
4014,87,158,170,3,0.957,10,University of Texas Dallas
4015,103,150,170,4,0.735,100,University of Texas Dallas
4016,92,144,159,2.5,0.82,100,University of Texas Dallas
4017,97,130,170,3.5,0.82,100,University of Texas Dallas
4018,115,151,155,4,0.81,10,University of Texas Dallas
4019,106,155,159,3,0.81,100,University of Texas Dallas
4020,94,149,156,3,0.815,100,University of Texas Dallas
4021,113,156,167,3.5,0.9925,4,University of Texas Dallas
4022,99,153,170,3.5,0.756,100,University of Texas Dallas
4023,101,130,170,4,0.624,100,University of Texas Dallas
4024,106,130,169,3.5,0.5976,100,University of Texas Dallas
4025,96,130,130,4,0.623,100,University of Texas Dallas
4026,86,151,165,3,0,0,University of Texas Dallas
4027,104,148,161,4,0.744,100,University of Texas Dallas
4028,102,130,130,3,0.68,100,University of Texas Dallas
4029,100,152,157,2.5,0.577,100,University of Texas Dallas
4031,117,160,169,4,0.782,10,University of Texas Dallas
4032,99,150,156,3,0.73,100,University of Texas Dallas
4033,92,151,164,3,0.896,10,University of Texas Dallas
4034,94,151,166,2.5,0.75,100,University of Texas Dallas
4035,114,130,170,3.5,0.84,100,University of Texas Dallas
4036,89,130,165,3.5,0.81,100,University of Texas Dallas
4039,88,146,155,3,0.74,100,University of Texas Dallas
4040,102,149,161,3.5,0.818,10,University of Texas Dallas
4043,98,142,161,3,0.7278,100,University of Texas Dallas
4044,95,144,159,3.5,0.7441,100,University of Texas Dallas
4045,98,156,167,3,0.74,100,University of Texas Dallas
4046,96,141,149,3.5,0.91,10,University of Texas Dallas
4047,100,156,130,3,0.7768,10,University of Texas Dallas
4048,107,149,162,4,0.7812,100,University of Texas Dallas
4049,102,149,170,3.5,0.76,10,University of Texas Dallas
4050,100,148,165,3.5,0.65,100,University of Texas Dallas
4053,103,162,130,3.5,0.925,10,University of Texas Dallas
4054,101,149,160,3,0.72,100,University of Texas Dallas
4055,89,130,165,3,0.701,10,University of Texas Dallas
4058,105,146,167,4,0.69,100,University of Texas Dallas
4059,99,149,168,4,0.83,100,University of Texas Dallas
4060,92,147,167,3.5,0.7684,100,University of Texas Dallas
4061,103,146,162,3.5,0.82,10,University of Texas Dallas
4062,82,144,169,3,0.67,100,University of Texas Dallas
4063,90,140,168,3,0.76,100,University of Texas Dallas
4064,96,155,164,3,0.696,10,University of Texas Dallas
4065,110,153,159,3,0.73,100,University of Texas Dallas
4066,103,147,169,3.5,0.853,10,University of Texas Dallas
4067,113,151,163,4.5,0.952,10,University of Texas Dallas
4068,106,130,130,3,0.7872,10,University of Texas Dallas
4069,87,144,166,3,0.74,100,University of Texas Dallas
4070,101,150,161,3.5,0.74,100,University of Texas Dallas
4071,99,154,130,3.5,0.7534,100,University of Texas Dallas
4072,95,144,161,3.5,0.74,100,University of Texas Dallas
4073,111,130,169,4,0.69,100,University of Texas Dallas
4074,102,144,130,3,0.79,100,University of Texas Dallas
4075,6,138,167,3,0.7665,10,University of Texas Dallas
4078,99,146,161,3.5,0.6753,100,University of Texas Dallas
4079,108,150,160,3.5,0.83,10,University of Texas Dallas
4080,105,148,157,4,0.78,100,University of Texas Dallas
4081,107,156,169,3,0.63,100,University of Texas Dallas
4082,86,130,167,2.5,0.787,10,University of Texas Dallas
4084,115,162,161,4,0.8,10,University of Texas Dallas
4085,91,143,154,3,0.74,100,University of Texas Dallas
4086,96,145,130,160,0,0,University of Texas Dallas
4087,91,150,160,3.5,0.67,10,University of Texas Dallas
4088,100,130,167,3,0.6,100,University of Texas Dallas
4089,116,130,170,4,0.7,100,University of Texas Dallas
4091,111,159,170,3.5,0.745,100,University of Texas Dallas
4092,107,149,161,3.5,0.84,100,University of Texas Dallas
4094,104,130,130,3.5,0.82,100,University of Texas Dallas
4095,90,130,170,3,0.78,10,University of Texas Dallas
4096,114,159,170,4,0.808,100,University of Texas Dallas
4097,97,144,165,3.5,0.77,10,University of Texas Dallas
4098,98,147,160,3,0.903,10,University of Texas Dallas
4100,114,150,168,3.5,0.74,10,University of Texas Dallas
4104,88,149,162,3,0,0,University of Texas Dallas
4105,91,152,155,3.5,0.834,10,University of Texas Dallas
4106,7,148,158,3,0.891,10,University of Texas Dallas
4107,97,142,170,3,0.7,100,University of Texas Dallas
4108,7,130,130,4,0.71,10,University of Texas Dallas
4110,8,146,159,3,0.902,100,University of Texas Dallas
4111,107,152,170,3.5,0.6014,100,University of Texas Dallas
4112,95,146,164,3.5,0.83,100,University of Texas Dallas
4113,96,149,159,3.5,0.901,10,University of Texas Dallas
4115,93,155,170,3,0.8875,4,University of Texas Dallas
4116,114,130,130,4,0.945,10,University of Texas Dallas
4119,97,135,147,2,0.76,10,University of Texas Dallas
4121,85,142,162,3,0.8154,100,University of Texas Dallas
4122,105,147,164,3,0.81,100,University of Texas Dallas
4124,88,130,170,3.5,0.855,10,University of Texas Dallas
4125,110,156,170,3.5,0.83,100,University of Texas Dallas
4126,109,155,162,4,0.82,10,University of Texas Dallas
4127,103,145,164,3,0.61,10,University of Texas Dallas
4128,92,144,170,3.5,0.934,10,University of Texas Dallas
4129,112,152,166,4,0.901,10,University of Texas Dallas
4131,110,151,162,4,0.62,100,University of Texas Dallas
4132,115,155,170,3.5,0.86,10,University of Texas Dallas
4135,87,145,154,3.5,0.8,100,University of Texas Dallas
4136,106,165,130,3.5,0.736,10,University of Texas Dallas
4137,97,149,170,3,0.593,100,University of Texas Dallas
4138,92,161,169,3,0.628,100,University of Texas Dallas
4140,110,161,161,3.5,0.787,10,University of Texas Dallas
4141,103,152,156,3,0.888,10,University of Texas Dallas
4142,97,148,167,3,0.72,100,University of Texas Dallas
4143,108,161,161,3.5,0.853,10,University of Texas Dallas
4144,119,167,170,4,0.66,100,University of Texas Dallas
4145,114,150,160,4,0.69,100,University of Texas Dallas
4147,81,142,157,3,0.76,100,University of Texas Dallas
4148,100,149,156,3,0.911,10,University of Texas Dallas
4149,98,150,158,3.5,0.8652,100,University of Texas Dallas
4151,106,153,165,4,0.783,100,University of Texas Dallas
4152,97,146,162,3.5,0.7,100,University of Texas Dallas
4153,105,154,154,3.5,0.63,100,University of Texas Dallas
4154,103,153,158,3.5,0.7,100,University of Texas Dallas
4156,86,146,169,3.5,0.782,10,University of Texas Dallas
4157,93,152,170,3.5,0.85,10,University of Texas Dallas
4158,101,151,159,3.5,0.69,100,University of Texas Dallas
4159,100,163,130,3,0.69,10,University of Texas Dallas
4160,100,130,170,2.5,0.694,100,University of Texas Dallas
4162,111,158,170,5,0.6,100,University of Texas Dallas
4163,103,152,161,3,0.72,100,University of Texas Dallas
4164,97,147,163,3.5,0.7992,100,University of Texas Dallas
4165,111,130,165,3.5,0.85,10,University of Texas Dallas
4166,93,147,164,3,0.942,10,University of Texas Dallas
4167,93,145,160,3,0.759,10,University of Texas Dallas
4168,103,153,156,3,0.864,10,University of Texas Dallas
4169,104,149,164,3,0.82,10,University of Texas Dallas
4170,100,150,170,3.5,0.789,10,University of Texas Dallas
4172,110,130,170,3,0.86,10,University of Texas Dallas
4173,7,149,152,2.5,0,0,University of Texas Dallas
4174,93,160,168,3.5,0.772,100,University of Texas Dallas
4175,102,155,170,4,0.65,100,University of Texas Dallas
4176,110,157,163,3,0.65,100,University of Texas Dallas
4177,101,146,168,3.5,0.65,100,University of Texas Dallas
4178,108,155,163,3.5,0.785,100,University of Texas Dallas
4179,110,159,130,3.5,0.8,100,University of Texas Dallas
4180,100,149,161,4.5,0.904,10,University of Texas Dallas
4181,91,142,162,3,0.745,100,University of Texas Dallas
4182,93,130,170,3.5,0.61,100,University of Texas Dallas
4183,103,149,157,3,0.8,10,University of Texas Dallas
4184,90,153,170,3.5,0.77,100,University of Texas Dallas
4185,102,141,168,3,0.7018,100,University of Texas Dallas
4186,97,150,170,3.5,0.798,10,University of Texas Dallas
4187,112,166,170,4.5,0.88,10,University of Texas Dallas
4189,103,130,170,3,0.74,100,University of Texas Dallas
4190,106,153,156,4.5,0.814,10,University of Texas Dallas
4191,103,130,166,3,0.61,100,University of Texas Dallas
4192,90,155,163,3,0.854,10,University of Texas Dallas
4193,104,146,164,3.5,0.7,100,University of Texas Dallas
4194,103,145,165,3.5,0.852,10,University of Texas Dallas
4195,110,154,130,3.5,0.6,100,University of Texas Dallas
4197,111,130,170,4,0.87,10,University of Texas Dallas
4198,97,155,130,3,0.72,100,University of Texas Dallas
4199,117,147,169,3.5,0.81,10,University of Texas Dallas
4200,81,130,167,3,0.931,10,University of Texas Dallas
4202,104,130,130,3,0.7,100,University of Texas Dallas
4203,111,155,163,4.5,0.7566,100,University of Texas Dallas
4204,97,146,161,4,0.901,10,University of Texas Dallas
4205,108,144,169,3,0.68,100,University of Texas Dallas
